content,score,sentiment,clean
pengancaman karna hutang yg telat bayar termasuk tindakan kejahatan digital,1,negatif,pengancaman karna hutang yg telat bayar termasuk tindakan kejahatan digital
ongkirnya gak ngotak. beda sama shopee yang banyak free ongkir. paling mahal ongkir 45rb shopee,1,negatif,ongkirnya gak ngotak beda sama shopee yang banyak free ongkir paling mahal ongkir rb shopee
terimakasih Toped.... semoga selalu amanah dan bisa terus jadi yg terbaik,5,positif,terimakasih toped semoga selalu amanah dan bisa terus jadi yg terbaik
aku kasih bintang...pengiriman akurat dan juga sekrang maps kalu mau di lacak..mantaap tokopedia....,5,positif,aku kasih bintangpengiriman akurat dan juga sekrang maps kalu mau di lacakmantaap tokopedia
sangat buruk aplikasi suka nahan saldo orang aplikasi kere,1,negatif,sangat buruk aplikasi suka nahan saldo orang aplikasi kere
"suka banget dengan Tokopedia, banyak promonya,, barang original dan terpercaya,,👍👍👍",5,positif,suka banget dengan tokopedia banyak promonya barang original dan terpercaya
"pembayaran mudah, promo menarik",5,positif,pembayaran mudah promo menarik
aplikasi sangat tidak komplit tidak ada pilihan untuk metode pengiriman nya dan lebih mahal ongkos kirim daripada harga barang. lucu ini aplikasi.,1,negatif,aplikasi sangat tidak komplit tidak ada pilihan untuk metode pengiriman nya dan lebih mahal ongkos kirim daripada harga barang lucu ini aplikasi
"Tokopedia semakin baik dari sebelumnya, jika ada kendala segera ditindaklanjuti dengan cepat. Hoodjob🫰",5,positif,tokopedia semakin baik dari sebelumnya jika ada kendala segera ditindaklanjuti dengan cepat hoodjob
Bagus,5,positif,bagus
semoga amanah,5,positif,semoga amanah
ok pi,4,positif,ok pi
"Hati2 dengan kurir J&T, banyak malingnya. Tokopedia diem aja kalau paket diganti batu bata sama kurir.",1,negatif,hati dengan kurir jt banyak malingnya tokopedia diem aja kalau paket diganti batu bata sama kurir
bagus banget,5,positif,bagus banget
Tokopedia top banget!!,5,positif,tokopedia top banget
mantapp,5,positif,mantapp
the best,5,positif,the best
ad voucher nga visa di pake,1,negatif,ad voucher nga visa di pake
bagus,5,positif,bagus
busuk,1,negatif,busuk
sangat membantu saya untuk barang yang dibutuhkan,5,positif,sangat membantu saya untuk barang yang dibutuhkan
wahh bner2 hoki banget nih di tokopedia..😍😍,5,positif,wahh bner hoki banget nih di tokopedia
okei,5,positif,okei
kenapa crash terus apk nya...weleh,5,positif,kenapa crash terus apk nyaweleh
"ga jelas suka ngeleg"" Mulu padahal jaringan bagus",1,negatif,ga jelas suka ngeleg mulu padahal jaringan bagus
kenapa ya kalo beli lewat tokped pengirimannya selalu lama.,3,netral,kenapa ya kalo beli lewat tokped pengirimannya selalu lama
Kenapa gak bisa di buka pakai data internet,5,positif,kenapa gak bisa di buka pakai data internet
"Ini gimana csnya tidak fast respon ketiika ada kendala, saya sudah check out tapi tidak masuk didaftar pesanan, menyesal sekali rasanya beli barang lewat apk ini, mohon maaf saya kasi bintang 1",1,negatif,ini gimana csnya tidak fast respon ketiika ada kendala saya sudah check out tapi tidak masuk didaftar pesanan menyesal sekali rasanya beli barang lewat apk ini mohon maaf saya kasi bintang 
Akhir akhir ini pelapaknya banyak yang abal-abal,5,positif,akhir akhir ini pelapaknya banyak yang abalabal
baik,4,positif,baik
pembayaran melalui saldo tokopedia muaantap cepat langsung okee,5,positif,pembayaran melalui saldo tokopedia muaantap cepat langsung okee
good,4,positif,good
Suka hapus2 toko dan produk semenjak merge dgn tiktod,1,negatif,suka hapus toko dan produk semenjak merge dgn tiktod
good,5,positif,good
sangat membantu,5,positif,sangat membantu
paket saya malah di tahan di gudang jnt tokopedia nggk Amanah kurirnya jadi males belanja disini,1,negatif,paket saya malah di tahan di gudang jnt tokopedia nggk amanah kurirnya jadi males belanja disini
jelek...,1,negatif,jelek
"1. peta Tokopedia ngaco, beda sm aplikasi lain, klo mau edit alamat titik point ga sesuai, nulis alamat udah bener tp malah beda kelurahan kecamatan, kasian kurirnya, 2. kecewa karna ga ada gratis ongkir lagi, mending dpt gratis ongkir min belanja 30rb, diskon belanja gabungan beberapa toko min 125rb",1,negatif, peta tokopedia ngaco beda sm aplikasi lain klo mau edit alamat titik point ga sesuai nulis alamat udah bener tp malah beda kelurahan kecamatan kasian kurirnya kecewa karna ga ada gratis ongkir lagi mending dpt gratis ongkir min belanja rb diskon belanja gabungan beberapa toko min rb
mantap,5,positif,mantap
pelit amat ga dikasih gratis ongkir,1,negatif,pelit amat ga dikasih gratis ongkir
mana ini gratis ongkirnya kok ga ada pindah aja lah ke aplikasi lain,1,negatif,mana ini gratis ongkirnya kok ga ada pindah aja lah ke aplikasi lain
"harga yg di tawarkan terlalu mahal, mending beli di shopi",1,negatif,harga yg di tawarkan terlalu mahal mending beli di shopi
"apl nya bagus, tpi aku kasi 4 dulu ya",4,positif,apl nya bagus tpi aku kasi dulu ya
"Semua fitur disini sudah cukup nyaman, tetapi aga repot untuk pelanggan untuk complain bila membeli barang yang tidak sesuai tetapi penjual tidak mau tanggung jawab. Kemarin pada 30/1/2026 saya membeli TWS dari lapak Tokoacoy Official _NEW, yang mana saya memesan tws berwarna putih tetapi penjual mengirimkan tws berwarna biru, alasan nya warna putih engga ready, maksud saya kenapa ga bilang dari awal, itupun tws nya gabisa nyala. Mau complain tapi uda terbiasa buka paket tinggal buka pas dateng.",2,negatif,semua fitur disini sudah cukup nyaman tetapi aga repot untuk pelanggan untuk complain bila membeli barang yang tidak sesuai tetapi penjual tidak mau tanggung jawab kemarin pada saya membeli tws dari lapak tokoacoy official new yang mana saya memesan tws berwarna putih tetapi penjual mengirimkan tws berwarna biru alasan nya warna putih engga ready maksud saya kenapa ga bilang dari awal itupun tws nya gabisa nyala mau complain tapi uda terbiasa buka paket tinggal buka pas dateng
merasa puas,5,positif,merasa puas
SANGAT TIDAK RECOMENDED PESANAN SAYA SEMINGGU LEBIH BELUM TERKIRIM SALING LEMPAR TANGGUNG JAWAB,1,negatif,sangat tidak recomended pesanan saya seminggu lebih belum terkirim saling lempar tanggung jawab
kalo kebanyakan notif iklan gajelas keknya mo tak uninstal aja dech aduch,4,positif,kalo kebanyakan notif iklan gajelas keknya mo tak uninstal aja dech aduch
saya ingin mencoba aplikasi ini dan saya memberi bintang,5,positif,saya ingin mencoba aplikasi ini dan saya memberi bintang
ok,5,positif,ok
"toko tidak tanggung jawab di serahkan ke spdc dan ngga ada respon dari Tokopedia.. belanja on line terburuk ngga mau KLO belanja transfer dulu mendingan cod.. nominal 100ribu buat saya besar, tapi ngga propesial dalam berbisnis. jujur sama Tokopedia kecewa ngga bakalan lagi KLO belanja transfer dulu.",1,negatif,toko tidak tanggung jawab di serahkan ke spdc dan ngga ada respon dari tokopedia belanja on line terburuk ngga mau klo belanja transfer dulu mendingan cod nominal ribu buat saya besar tapi ngga propesial dalam berbisnis jujur sama tokopedia kecewa ngga bakalan lagi klo belanja transfer dulu
keren,5,positif,keren
"Tolong untuk perubahan nomor tidak aktif verifikasi bisa lewat email , saya pengajuan perubahan nomor tidak di setujui terus , tolong saya tidak bisa chckout apapun krna tidak biasa cod",1,negatif,tolong untuk perubahan nomor tidak aktif verifikasi bisa lewat email saya pengajuan perubahan nomor tidak di setujui terus tolong saya tidak bisa chckout apapun krna tidak biasa cod
"gimana mau maju, bebas ongkir aja tidak ada harus pesan pakai ongkir gitu? mending beli offline, sudah barang nya kelihatan jelas tidak takut palsu",1,negatif,gimana mau maju bebas ongkir aja tidak ada harus pesan pakai ongkir gitu mending beli offline sudah barang nya kelihatan jelas tidak takut palsu
"pasti tambah lama tambah kalah sama aplikasi lain, bebas ongkirnya aja ga ada",1,negatif,pasti tambah lama tambah kalah sama aplikasi lain bebas ongkirnya aja ga ada
terbaik,5,positif,terbaik
okke,5,positif,okke
mantap lanjutkan,5,positif,mantap lanjutkan
praktis,5,positif,praktis
"oke banget tapi aplikasi nya agak lemot gitu 😔, tolong dioptimalkan lagi 🙏",3,netral,oke banget tapi aplikasi nya agak lemot gitu tolong dioptimalkan lagi 
"update terbaru , gak bisa upload foto di pesan.",1,negatif,update terbaru gak bisa upload foto di pesan
baik,5,positif,baik
mantap,5,positif,mantap
Makasih sudah dikasih banyak diskon untuk pengguna baru,5,positif,makasih sudah dikasih banyak diskon untuk pengguna baru
"toko lemot ngirim paket dan no respon, ngasih waktu pembatalan otomatis nya lama banget,",1,negatif,toko lemot ngirim paket dan no respon ngasih waktu pembatalan otomatis nya lama banget
"tokped semakin diupdate semakin sering error,sering ngehang gak mulus seperti dulu.tolong lah diperbaiki",2,negatif,tokped semakin diupdate semakin sering errorsering ngehang gak mulus seperti dulutolong lah diperbaiki
"tolong perbaiki chat nya, di notif ada pesan baru dan bisa terbaca di notif, setelah dibuka aplikasinya malah masih pesan yang lama dan tidak bisa refresh",1,negatif,tolong perbaiki chat nya di notif ada pesan baru dan bisa terbaca di notif setelah dibuka aplikasinya malah masih pesan yang lama dan tidak bisa refresh
"jelek bgt,eror mulu,langsung uninstal nyesel bgt udah download sengaja bintang 5 biar kebaca",5,positif,jelek bgteror mululangsung uninstal nyesel bgt udah download sengaja bintang biar kebaca
"jika paket kalian sulit dapat driver itu bkn karena semata driver gamau ambil tapi orderan tokped instan yang masuk ke kami para driver sangat gamasuk akal , orderan sudah di pegang & di foto tinggal klik Ok doang bisa dibatalkan sistem dgn alesan dibatalkan pelanggan, ga mungkinlah pelanggan batalkan pesanan yg ditunggu lama apalagi sudah dpt Driver",1,negatif,jika paket kalian sulit dapat driver itu bkn karena semata driver gamau ambil tapi orderan tokped instan yang masuk ke kami para driver sangat gamasuk akal orderan sudah di pegang di foto tinggal klik ok doang bisa dibatalkan sistem dgn alesan dibatalkan pelanggan ga mungkinlah pelanggan batalkan pesanan yg ditunggu lama apalagi sudah dpt driver
mantapp...,5,positif,mantapp
sudah di pakai 3 tahun baru kali ini sudah beberapa hari di buat proses pesanan transaksi tidak bisa di proses . ku kira hanya 1 toko di lain toko tetap gak bisa sudah di uninstal di instal lagi masuk akun tetep beberapa hari ini tidak bisa promo pun hanya di batasi 1 sampai 2 kali transaksi tidak bisa lebih sudah berlangganan lama malah bonus nya di kurangi,1,negatif,sudah di pakai tahun baru kali ini sudah beberapa hari di buat proses pesanan transaksi tidak bisa di proses ku kira hanya toko di lain toko tetap gak bisa sudah di uninstal di instal lagi masuk akun tetep beberapa hari ini tidak bisa promo pun hanya di batasi sampai kali transaksi tidak bisa lebih sudah berlangganan lama malah bonus nya di kurangi
mantap,5,positif,mantap
nice,5,positif,nice
mantap,5,positif,mantap
gak etis lagi belanja di toko ini harganya mahal mahal ongkirnya terlalu mahal juga jadi pindah toko lain saja maaf kalau bisa sama dengan toko lain bisa kembali lagi,1,negatif,gak etis lagi belanja di toko ini harganya mahal mahal ongkirnya terlalu mahal juga jadi pindah toko lain saja maaf kalau bisa sama dengan toko lain bisa kembali lagi
bagus,5,positif,bagus
"Sekarang agak kecewa masalah fitur halaman depan toko pedia, sekarang kurang praktis dan nyaman. Seperti jumlah dana saldo kita yang dulu terlihat di halaman depan sekarang sudah tidak ada. Dan ketika kita melakukan pencarian barang di di halaman depan, juga tidak langsung tertera harga di bawahnya. Ini merepotkan pembeli. Mohon perbaikan, karena kami juga masih jadi pengguna toko pedia. Terimakasih.",4,positif,sekarang agak kecewa masalah fitur halaman depan toko pedia sekarang kurang praktis dan nyaman seperti jumlah dana saldo kita yang dulu terlihat di halaman depan sekarang sudah tidak ada dan ketika kita melakukan pencarian barang di di halaman depan juga tidak langsung tertera harga di bawahnya ini merepotkan pembeli mohon perbaikan karena kami juga masih jadi pengguna toko pedia terimakasih
Belanja cepat jualan mantap,5,positif,belanja cepat jualan mantap
lemot dan fiturnya makin minim.,1,negatif,lemot dan fiturnya makin minim
"kalau kasih notifikasi menipu, seperti barang diterima padahal iklan dan semisalnya.. kita akan uninstall dan laporkan notifikasi spam",1,negatif,kalau kasih notifikasi menipu seperti barang diterima padahal iklan dan semisalnya kita akan uninstall dan laporkan notifikasi spam
cara isi saldo gimn,5,positif,cara isi saldo gimn
Aplikasi Olshop yg sangat membantu dlm transaksi belanja segala kebutuhan,5,positif,aplikasi olshop yg sangat membantu dlm transaksi belanja segala kebutuhan
transaksi dibatalkan toko sudah LBH 24 jam danan belum balik,1,negatif,transaksi dibatalkan toko sudah lbh jam danan belum balik
Tokopedia sekarang mau bayar aja susah. lama banget buat ke menu pembayaran. niat jualan ga mo bayar baja dipersulit,3,netral,tokopedia sekarang mau bayar aja susah lama banget buat ke menu pembayaran niat jualan ga mo bayar baja dipersulit
"proses penarikan dana kenapa memakan waktu 2x24 jam? sedangkan itu dana saya sendiri bukan dana anda, d aplikasi oren cuman kurang dari 5 menit proses nya parah",1,negatif,proses penarikan dana kenapa memakan waktu x jam sedangkan itu dana saya sendiri bukan dana anda d aplikasi oren cuman kurang dari menit proses nya parah
oke,4,positif,oke
selalu dapat harga murah yg gak ngotak ...🤣,5,positif,selalu dapat harga murah yg gak ngotak 
good,5,positif,good
aplikasi paling ribet belanja online yang rumit,1,negatif,aplikasi paling ribet belanja online yang rumit
"mau tanya apakah tokopedia ada menawar kan bisnis untuk menaikan ranting Tokopedia,dengan imbalan sejumlah uang",1,negatif,mau tanya apakah tokopedia ada menawar kan bisnis untuk menaikan ranting tokopediadengan imbalan sejumlah uang
jujur sedih sih padahal aku rajin co tapi tiba tiba abis co sampo pake plus eh plus aku di nonaktifkan 😭,3,netral,jujur sedih sih padahal aku rajin co tapi tiba tiba abis co sampo pake plus eh plus aku di nonaktifkan 
"belanja hemat ,metode pembayaran jg komplit",5,positif,belanja hemat metode pembayaran jg komplit
ya oke 👌,4,positif,ya oke 
"udah lama pakai Tokopedia baru kali ini transaksi bermasalah, dari kredivo uda keluar tagihan paylternya tapi di tokopedia masi status menunggu pembayaran, harus menunggu beberapa hari lagi,baru di proses, sementara barang nya uda mau diantar ke konsumen",5,positif,udah lama pakai tokopedia baru kali ini transaksi bermasalah dari kredivo uda keluar tagihan paylternya tapi di tokopedia masi status menunggu pembayaran harus menunggu beberapa hari lagibaru di proses sementara barang nya uda mau diantar ke konsumen
mantap,5,positif,mantap
Tokopedia is the best,5,positif,tokopedia is the best
Alhamdulillah..bisa,4,positif,alhamdulillahbisa
ok,5,positif,ok
aplikasinya bagus barangnya bagus bagus keren semoga pelanggannya selalu senang belanja di tokopedia . tokopedia oke,5,positif,aplikasinya bagus barangnya bagus bagus keren semoga pelanggannya selalu senang belanja di tokopedia tokopedia oke
nice apps,5,positif,nice apps
mantap,5,positif,mantap
dibikin mudah kalo pengembalian barang . ngembalikan barang kok harus persetujuan penjual.gunanya aplikasi ini buat apa? barang yg dibeli datangnya tidak sama seperti di diskripsi . ngak usah mempersulit orang . kalo barang tidak bisa dikembalikan saya uinstal kapok beli ditokopedia. masak beli ring velg yg datang lebih tipis dari dari standarnya ngak bisa dikembalikan. di diskripsi bahan tebal kuat,1,negatif,dibikin mudah kalo pengembalian barang ngembalikan barang kok harus persetujuan penjualgunanya aplikasi ini buat apa barang yg dibeli datangnya tidak sama seperti di diskripsi ngak usah mempersulit orang kalo barang tidak bisa dikembalikan saya uinstal kapok beli ditokopedia masak beli ring velg yg datang lebih tipis dari dari standarnya ngak bisa dikembalikan di diskripsi bahan tebal kuat
coba dulu aplikasi ny..,4,positif,coba dulu aplikasi ny
"TOP UP TAP CASH DI TOKOPEDIA , TRANSAKSI SUDAH BERHASIL TAPI DI KARTU TAPCASH SALDO TIDAK BERTAMBAH . TIDAK ADA PENYELESAIAN , UANG HANGUS BEGITU SAJA , DAN TIDAK ADA ITTIKAS UNTUK PENGEMBALIAN .",1,negatif,top up tap cash di tokopedia transaksi sudah berhasil tapi di kartu tapcash saldo tidak bertambah tidak ada penyelesaian uang hangus begitu saja dan tidak ada ittikas untuk pengembalian 
barang datang sesuai dgn iklan dan mantappo,5,positif,barang datang sesuai dgn iklan dan mantappo
👍mantap terpercaya,5,positif,mantap terpercaya
"pas kirim ulasan berupa gambar apalagi video lemot nya parah, beda sama shopee dan lazada mereka kenceng pas upload",4,positif,pas kirim ulasan berupa gambar apalagi video lemot nya parah beda sama shopee dan lazada mereka kenceng pas upload
"pengalaman pertama kali pake tokped sangat buruk udah pesan barang , nunggu berhari hari ga dikirim kirim , ini apk kurang tegas Ama penjual , kalau emang kagak bisa ngirim yaudahh gtu loh batalin gausah buang buang waktu pelanggan, bintang 1 dulu lah maap",1,negatif,pengalaman pertama kali pake tokped sangat buruk udah pesan barang nunggu berhari hari ga dikirim kirim ini apk kurang tegas ama penjual kalau emang kagak bisa ngirim yaudahh gtu loh batalin gausah buang buang waktu pelanggan bintang dulu lah maap
"berat, bikin versi lite lah, gw pribadi gk butuh ada fitur feed, investasi (emas, reksadana). UI dibuat simpel, minimalis, dan tetep keep basic features kalo bisa (gk kayak sebelah, versi lite ngilangin fitur rating produk & wishlist).",2,negatif,berat bikin versi lite lah gw pribadi gk butuh ada fitur feed investasi emas reksadana ui dibuat simpel minimalis dan tetep keep basic features kalo bisa gk kayak sebelah versi lite ngilangin fitur rating produk wishlist
mantab,5,positif,mantab
tolong kasih fitur pencarian foto,4,positif,tolong kasih fitur pencarian foto
JANGAN TUTUP DONK TOKPED😭,5,positif,jangan tutup donk tokped
Produk bagus dan sesuai..,5,positif,produk bagus dan sesuai
"setelah sekian lama gak jual barang second sekarang tokped bekerja sama dengan tiktok. jadi ribet banget jual barang second. udah ada yang beli, stock jadi 0 tapi aku cari dimana pesanannya gak ketemu. bikin tambah ribet aja. udah gue kalo beli apa apa dari dulu di Tokped. pengen ganti online shop tapi udah terlanjur nyaman di sini. ya udah pelampiasan nya kasih rating 1 aja. minimal kalo kerja sama dengan tik tok di aplikasi Tokped nya juga bisa di akses lah.",1,negatif,setelah sekian lama gak jual barang second sekarang tokped bekerja sama dengan tiktok jadi ribet banget jual barang second udah ada yang beli stock jadi tapi aku cari dimana pesanannya gak ketemu bikin tambah ribet aja udah gue kalo beli apa apa dari dulu di tokped pengen ganti online shop tapi udah terlanjur nyaman di sini ya udah pelampiasan nya kasih rating aja minimal kalo kerja sama dengan tik tok di aplikasi tokped nya juga bisa di akses lah
Okey,5,positif,okey
mantab,5,positif,mantab
bagus,5,positif,bagus
bagus,5,positif,bagus
kenapa eror Mulu sih sinyal bagus malah ada notif conetion time up. apk lolot,1,negatif,kenapa eror mulu sih sinyal bagus malah ada notif conetion time up apk lolot
sudah memakai tokopedia sejak 1946,5,positif,sudah memakai tokopedia sejak 
jangan belanja di sini lagi sudah gak beres penarikan dana 1jt proses nya lama tidak langsung ke terima,1,negatif,jangan belanja di sini lagi sudah gak beres penarikan dana jt proses nya lama tidak langsung ke terima
"kalau orang mau tarik saldo tolong lah jangan di tahan2 uang orang, orang juga perlu cepat buat kbutuhan yang lain. CS gk berfungsi,",1,negatif,kalau orang mau tarik saldo tolong lah jangan di tahan uang orang orang juga perlu cepat buat kbutuhan yang lain cs gk berfungsi
cepat,4,positif,cepat
semenjak gabung dgn tiktok semua jadi ampas.. kembalikan tokopedia seller yg lama !!,2,negatif,semenjak gabung dgn tiktok semua jadi ampas kembalikan tokopedia seller yg lama 
aplikasi penipu,1,negatif,aplikasi penipu
apk ini sangat hebat,5,positif,apk ini sangat hebat
"iklan menyebalkan, murahan. gak ada manfaat dan gunanya.",1,negatif,iklan menyebalkan murahan gak ada manfaat dan gunanya
mudah2an amanah,5,positif,mudahan amanah
pada saat pembayaran lemot dan susah masuk,3,netral,pada saat pembayaran lemot dan susah masuk
Ga bisa log in,1,negatif,ga bisa log in
"udah bagus malah dibeli titkok , sekarang uda mau colaps",1,negatif,udah bagus malah dibeli titkok sekarang uda mau colaps
dari saldo refund balik ke rekening saya lama,1,negatif,dari saldo refund balik ke rekening saya lama
barang bagus penjual ramah nanti saya mau pesan lagi ok,5,positif,barang bagus penjual ramah nanti saya mau pesan lagi ok
manteeb,5,positif,manteeb
kaga bisa ubah nomer hp yang udah ga aktif,1,negatif,kaga bisa ubah nomer hp yang udah ga aktif
bagus banget proses nya,5,positif,bagus banget proses nya
susah cari pilihan kurir..... ongkir juga masih murah di aplikasi sebelah..🙏🙏,3,netral,susah cari pilihan kurir ongkir juga masih murah di aplikasi sebelah
"parah itu toko Onebest Choice order headset 2 datang satu mana suaranys sember 🤣 di sruh refund trus sya refund tp di gagalin 🤣 mending gak usah download tokopedia banyak toko penipuan seperti itu di biarkan,,",2,negatif,parah itu toko onebest choice order headset datang satu mana suaranys sember di sruh refund trus sya refund tp di gagalin mending gak usah download tokopedia banyak toko penipuan seperti itu di biarkan
ada kupon promonya tapi saat mau dipakai lah ga ada. aplikasi sesat,1,negatif,ada kupon promonya tapi saat mau dipakai lah ga ada aplikasi sesat
promosi menarik,5,positif,promosi menarik
ongkir dan harga masih kalah jauh sama shoopee,2,negatif,ongkir dan harga masih kalah jauh sama shoopee
"ngga jelas nyari barang apa yang muncul nggak jelas, nyari laptop yang muncul malah GPU desktop",1,negatif,ngga jelas nyari barang apa yang muncul nggak jelas nyari laptop yang muncul malah gpu desktop
"belanja g harus keluar rumah, klik indomaret solusinya",5,positif,belanja g harus keluar rumah klik indomaret solusinya
"banyak iklan, rekomendasi produk alat bantu s3ks pria, minumal beralkohol, kond0m, dan produk dewasa lainnya, padahal sekalipun ga pernah beli atau browse. Tolong diperbaiki tokped. Mau buka aplikasi berasa jijick",1,negatif,banyak iklan rekomendasi produk alat bantu sks pria minumal beralkohol kondm dan produk dewasa lainnya padahal sekalipun ga pernah beli atau browse tolong diperbaiki tokped mau buka aplikasi berasa jijick
membuat saat urgent.... Suka,5,positif,membuat saat urgent suka
"bagus,dan tingkatkan LG program pelayanannya baik promo dan lain2nya",4,positif,bagusdan tingkatkan lg program pelayanannya baik promo dan lainnya
simpen dan praktis,5,positif,simpen dan praktis
"tidak ada pembeda antara seller yang aktif dg seller yg passif jadi ketika beli di toko yg seller nggak aktif , harus nunggu sampai batal sendiri tolong dong kasih fitur buat tahu sudah berapa lama seller terakhir aktifnya",2,negatif,tidak ada pembeda antara seller yang aktif dg seller yg passif jadi ketika beli di toko yg seller nggak aktif harus nunggu sampai batal sendiri tolong dong kasih fitur buat tahu sudah berapa lama seller terakhir aktifnya
Oke,5,positif,oke
"Tidak bisa login, kode verifikasi tdk muncul baik via WA ataupun SMS",1,negatif,tidak bisa login kode verifikasi tdk muncul baik via wa ataupun sms
sangat memuaskan dan saya sangat terbantu. terimakasih Tokopedia. semoga tambah meningkat dan update terus,5,positif,sangat memuaskan dan saya sangat terbantu terimakasih tokopedia semoga tambah meningkat dan update terus
"I sincerely hope Tokopedia will continue its operations and remain accessible to users. I have been a longtime Tokopedia user, and the platform has consistently provided reliable services, convenience, and trust over the years. Tokopedia plays an important role in supporting daily transactions and empowering local sellers across Indonesia. Its presence is valuable not only for individual users, but also for the broader digital ecosystem. I hope Tokopedia remains available for loyal users always",5,positif,i sincerely hope tokopedia will continue its operations and remain accessible to users i have been a longtime tokopedia user and the platform has consistently provided reliable services convenience and trust over the years tokopedia plays an important role in supporting daily transactions and empowering local sellers across indonesia its presence is valuable not only for individual users but also for the broader digital ecosystem i hope tokopedia remains available for loyal users always
sangat memuaskan,5,positif,sangat memuaskan
ok,5,positif,ok
skrng tidak bisa melakukan pembayaran dengan metode saldo Gopay ya??? tpi knpa klo pesen di aplikasi tik-tok bisa bayar pke gopay,3,netral,skrng tidak bisa melakukan pembayaran dengan metode saldo gopay ya tpi knpa klo pesen di aplikasi tiktok bisa bayar pke gopay
parah bener nih toped sangat mengecewakan super lelet saya mau hapus ni toped mendingan belanja di toko sebelah,1,negatif,parah bener nih toped sangat mengecewakan super lelet saya mau hapus ni toped mendingan belanja di toko sebelah
"tarik saldo toped ke rekening bank aja lama banget. ditungguin ngga masuk masuk malah stuck terus ""dalam proses review"" review aja terus berhari hari. emang karyawan lu pada kemana? ga ada yang kerja apa gimana? makin sini malah makin jelek aja ni aplikasi",1,negatif,tarik saldo toped ke rekening bank aja lama banget ditungguin ngga masuk masuk malah stuck terus dalam proses review review aja terus berhari hari emang karyawan lu pada kemana ga ada yang kerja apa gimana makin sini malah makin jelek aja ni aplikasi
makin kesini makin buruk. pakai acara upgrade ke tiktok segala. tolong kembalikan seperti dulu. yang sekarang mau jualan aja ribet. aplikasi juga lemot,1,negatif,makin kesini makin buruk pakai acara upgrade ke tiktok segala tolong kembalikan seperti dulu yang sekarang mau jualan aja ribet aplikasi juga lemot
kenapa sekarang aplikasi ini malah lemot kaya toko Oren jaman dulu. padahal dulu respon aplikasinya bagus banget. setelah di tambahin toktok malah lemot parah.,3,netral,kenapa sekarang aplikasi ini malah lemot kaya toko oren jaman dulu padahal dulu respon aplikasinya bagus banget setelah di tambahin toktok malah lemot parah
"Tokopedia card kerja sama sama BRI, Tapi top up emoney BRI ( BRIZZI ) Gak bisa. Lucu bgt lu",1,negatif,tokopedia card kerja sama sama bri tapi top up emoney bri brizzi gak bisa lucu bgt lu
"SEMAKIN KESINI SEMAKIN PARAH TOKOPEDIA, BARUSAN AMBIL UANG REFUND TERSENDAT",1,negatif,semakin kesini semakin parah tokopedia barusan ambil uang refund tersendat
"kenapa tokped masih pakai ekspedisi SAP? paket kagak di pick up sampai batas waktu, sampai dibatalin oleh sistem, kasihan penjual udah packing, lah kita pembeli gondok nungguin nya juga",1,negatif,kenapa tokped masih pakai ekspedisi sap paket kagak di pick up sampai batas waktu sampai dibatalin oleh sistem kasihan penjual udah packing lah kita pembeli gondok nungguin nya juga
mantab,5,positif,mantab
bgus,5,positif,bgus
tokopedia sekarang payah. dana penjual ditahan 1 minggu. padahal pembeli sudah kasih rating ulasan bintang 5,1,negatif,tokopedia sekarang payah dana penjual ditahan minggu padahal pembeli sudah kasih rating ulasan bintang 
"dirugikan oleh penjual dan solusi dr Tokopedia... barang rusak dan molor,,, rugi waktu,uang, di Cut sama penggan,, kluarga jadi puasa ga ada masukan malah harus ganti rugi",1,negatif,dirugikan oleh penjual dan solusi dr tokopedia barang rusak dan molor rugi waktuuang di cut sama penggan kluarga jadi puasa ga ada masukan malah harus ganti rugi
"agent pada gak pakai otak kalau selesaikan masalah, bintang yang berbicara",1,negatif,agent pada gak pakai otak kalau selesaikan masalah bintang yang berbicara
"saya kasih bintang 1 karena pembayaran paket data ribet, harus bayar lewat bank pula. itu tokopedia apa tokokopet.",1,negatif,saya kasih bintang karena pembayaran paket data ribet harus bayar lewat bank pula itu tokopedia apa tokokopet
"aplikasi gajelas, udah jelas barang rusak dikirim penjual tetep diterusin ke penjual. cuma minta retur aja susah nya minta ampun. apalagi admin nya ga profesionsl",1,negatif,aplikasi gajelas udah jelas barang rusak dikirim penjual tetep diterusin ke penjual cuma minta retur aja susah nya minta ampun apalagi admin nya ga profesionsl
"beli di slh satu toko kq tiba² dibatalkan, alasannya stok habis.klo stok habis knp kq bs di cek out",1,negatif,beli di slh satu toko kq tiba dibatalkan alasannya stok habisklo stok habis knp kq bs di cek out
Saya berharap Tokopedia ada yg versi lite jadi ga lemottttt,3,netral,saya berharap tokopedia ada yg versi lite jadi ga lemottttt
real baguss,5,positif,real baguss
mantap,5,positif,mantap
eror Mulu lemot enakan yg dulu,1,negatif,eror mulu lemot enakan yg dulu
"Saat ini saya tidak ada transaksi di Tokopedia, apabila ada tagihan maka bukan transaksi saya. Dan saya akan melaporkan kepada pihak yang berwajib dan OJK",5,positif,saat ini saya tidak ada transaksi di tokopedia apabila ada tagihan maka bukan transaksi saya dan saya akan melaporkan kepada pihak yang berwajib dan ojk
"tatap muka yang simple, dan diskon menarik",5,positif,tatap muka yang simple dan diskon menarik
menarik kalo bisa kredit uang lebih menarik,4,positif,menarik kalo bisa kredit uang lebih menarik
oke,5,positif,oke
