content,score
"parah itu toko Onebest Choice order headset 2 datang satu mana suaranys sember 🤣 di sruh refund trus sya refund tp di gagalin 🤣 mending gak usah download tokopedia banyak toko penipuan seperti itu di biarkan,,",2
ada kupon promonya tapi saat mau dipakai lah ga ada. aplikasi sesat,1
promosi menarik,5
ongkir dan harga masih kalah jauh sama shoopee,2
"ngga jelas nyari barang apa yang muncul nggak jelas, nyari laptop yang muncul malah GPU desktop",1
"belanja g harus keluar rumah, klik indomaret solusinya",5
"banyak iklan, rekomendasi produk alat bantu s3ks pria, minumal beralkohol, kond0m, dan produk dewasa lainnya, padahal sekalipun ga pernah beli atau browse. Tolong diperbaiki tokped. Mau buka aplikasi berasa jijick",1
membuat saat urgent.... Suka,5
"bagus,dan tingkatkan LG program pelayanannya baik promo dan lain2nya",4
simpen dan praktis,5
"tidak ada pembeda antara seller yang aktif dg seller yg passif jadi ketika beli di toko yg seller nggak aktif , harus nunggu sampai batal sendiri tolong dong kasih fitur buat tahu sudah berapa lama seller terakhir aktifnya",2
Oke,5
"Tidak bisa login, kode verifikasi tdk muncul baik via WA ataupun SMS",1
sangat memuaskan dan saya sangat terbantu. terimakasih Tokopedia. semoga tambah meningkat dan update terus,5
"I sincerely hope Tokopedia will continue its operations and remain accessible to users. I have been a longtime Tokopedia user, and the platform has consistently provided reliable services, convenience, and trust over the years. Tokopedia plays an important role in supporting daily transactions and empowering local sellers across Indonesia. Its presence is valuable not only for individual users, but also for the broader digital ecosystem. I hope Tokopedia remains available for loyal users always",5
sangat memuaskan,5
ok,5
skrng tidak bisa melakukan pembayaran dengan metode saldo Gopay ya??? tpi knpa klo pesen di aplikasi tik-tok bisa bayar pke gopay,3
parah bener nih toped sangat mengecewakan super lelet saya mau hapus ni toped mendingan belanja di toko sebelah,1
"tarik saldo toped ke rekening bank aja lama banget. ditungguin ngga masuk masuk malah stuck terus ""dalam proses review"" review aja terus berhari hari. emang karyawan lu pada kemana? ga ada yang kerja apa gimana? makin sini malah makin jelek aja ni aplikasi",1
makin kesini makin buruk. pakai acara upgrade ke tiktok segala. tolong kembalikan seperti dulu. yang sekarang mau jualan aja ribet. aplikasi juga lemot,1
kenapa sekarang aplikasi ini malah lemot kaya toko Oren jaman dulu. padahal dulu respon aplikasinya bagus banget. setelah di tambahin toktok malah lemot parah.,3
"Tokopedia card kerja sama sama BRI, Tapi top up emoney BRI ( BRIZZI ) Gak bisa. Lucu bgt lu",1
"SEMAKIN KESINI SEMAKIN PARAH TOKOPEDIA, BARUSAN AMBIL UANG REFUND TERSENDAT",1
"kenapa tokped masih pakai ekspedisi SAP? paket kagak di pick up sampai batas waktu, sampai dibatalin oleh sistem, kasihan penjual udah packing, lah kita pembeli gondok nungguin nya juga",1
mantab,5
bgus,5
tokopedia sekarang payah. dana penjual ditahan 1 minggu. padahal pembeli sudah kasih rating ulasan bintang 5,1
"dirugikan oleh penjual dan solusi dr Tokopedia... barang rusak dan molor,,, rugi waktu,uang, di Cut sama penggan,, kluarga jadi puasa ga ada masukan malah harus ganti rugi",1
"agent pada gak pakai otak kalau selesaikan masalah, bintang yang berbicara",1
"saya kasih bintang 1 karena pembayaran paket data ribet, harus bayar lewat bank pula. itu tokopedia apa tokokopet.",1
"aplikasi gajelas, udah jelas barang rusak dikirim penjual tetep diterusin ke penjual. cuma minta retur aja susah nya minta ampun. apalagi admin nya ga profesionsl",1
"beli di slh satu toko kq tiba² dibatalkan, alasannya stok habis.klo stok habis knp kq bs di cek out",1
Saya berharap Tokopedia ada yg versi lite jadi ga lemottttt,3
real baguss,5
mantap,5
eror Mulu lemot enakan yg dulu,1
"Saat ini saya tidak ada transaksi di Tokopedia, apabila ada tagihan maka bukan transaksi saya. Dan saya akan melaporkan kepada pihak yang berwajib dan OJK",5
"tatap muka yang simple, dan diskon menarik",5
menarik kalo bisa kredit uang lebih menarik,4
oke,5
semoga ini bisa jadi yang terbaik,5
"pengembalian barang tidak kunjung selesai, dari 27 nov 2025 sampai sekarang. Tidak tahu uang saya kemana sekarang. Saya sangat menyarankan untuk berganti toko online lain, untuk saat ini.",1
"Promo diskriminatif, non pulau koentji gk dapat 👎 + sering error buka keranjang",1
baru kali ink menemui masalah tapi tokopedia care tidak ada respon cepat tunggu 12 jam bahkan sudah lewat 2hari tdk ada,1
apa ini kian hari kian lemot. kok kalah ama orange yg isinnya banyak video. apa tikusnya udah banyak?,3
"pengendapan saldo yang terlalu lambat baik untuk penjual atau pembeli, pelayanan cs pun tidak ada, bahkan klo ada pun tidak menyelesaikan masalah. sekian buat tokped saya tidak akan kembali lagi wkwkwk",1
good,5
buruk bgt tidak profesional dan lama,1
semenjak kurirnya jadi lebih cepat pengiriman nya jadi balik lagi keu Tokopedia apalagi diskon gratis ongkir nya bisa buat instan jadi makin cepat dan hemat.,5
pengiriman lambat bener sampe 6 hari,3
murah,5
langbat kemitraan logistik super lambat gak kaya aplikasi sebelah mereka pake JNE dan sebagainya 3 hari 4 hari sampe inih 5 hari aja masih setengah jalan pake kemitraan ANTARAJA pantes lelet ganti mitra logistik mending,3
"oke, bagus. rekomendasi lah buat belanja online. saran sering sering lah gratis ongkirnya.",5
good promo awal taun,5
"saya membeli 2 barang dengan menggunakan pengiriman instan pada tanggal 03-02-2026, dengan harapan agar bisa saya gunakan pada hari ini tanggal 04-02-2026 tepat pukul 14:00WIB, namun barang pesan6saya tidak di pickup hingga saya kehilangan pekerjaan saya. saya sudah menghubungi CS tokped, namun hanya diusahakan dan diberi kompensasi 70rb untuk kelalaian meraka, baru kali ini pengalaman pertama saya sangat buruk di tokped semenjak jadi pelanggan setia dari tahun 2019. sdh saatnya pndh toko",1
apk lemot,1
maksih,5
rekomend banget,5
mantap cepat. semoga barang pesenan saya sampai,5
Pesan barang pakai kurir instant tapi berasa pakai samedays.,1
"Saya pernah batalkan pesanan di Tokopedia, tapi bukanya dana nya balik, malah di tahan di dana refund, sudah coba buat narik ke gopay, disuruh tunggu 1x24 jam, setelah 1x24 jam dana nya belom juga cair, aneh banget, masa dana orang di tahan tahan gila",1
goodw,5
ok,5
"semenjak gabung tiktok,saya sebagai sellee malah gak ada satupun pembeli chat atau order barang",1
mudah berbelanja,5
"makin lama makin lemot aplikasinya, sering masuk promo ke kotak pesan masuk. bukannya lancar malah jadi lemot.",3
"verry good, semoga Tokopedia jaya",5
gercep pokonya,4
"bagus, namun kadang update pengiriman tidak tertulis secara lengkap, keterangan nya hanya SEDANG DI KIRIM sedangkan lokasi dimana atau dari mana ke mana itu tidak ada, jadi bingung kalau kita tunggu di rumah takut gak nyampai hari ini, kalau kita diam di rumah menunggu paket gak dateng kita juga membuang waktu untuk menunggu",3
semua transaksi sudah diulas tp selalu muncul instruksi ulas produk,3
Haloo toko pedia sy pelanggan lama di tokopedia..akhir2 ini sy merasa risih dg metode pembayaran tokopedia yg menempatkan paylater gopay paling atas..kadang2 sering salah pembayaran..salah pincet.bahkan tak tau dikira SDH bayar via virtualaccount ..tiba2 ada notifikasi tagihan telat bayar digopaylater..3 hari telat saja dendanya 1x lipat pembelian sangat merugikan saya banget..yg harusnya cash jadi paylater .dg kejadian ini sy ngga akan belanja lagi ditoko pedia kecuali payleter dibawah posisiny,3
"toko ga jls, komplain ga da customer service yg jawab, offline trs",1
tokopedia sekarang tdk ada gratis ongkir 0. gimana bisa kompetitif?,2
jos vocer tambahin,5
PEMBATALAN DAN PENGEMBALIAN DANA RIBET SISTEMNYA BURUK,2
"nih toped jg ngk jelas klo make wifi lambat klo make paket data baru cepat, cari barang jg ribet kata kunci udh bener dibilang barang ini ngk bisa dibeli pdhl emg itu kata kuncinya hadehh",3
membantu sekali saat darurat,5
"Tolong dong diperbaiki ini halaman paylater saya ga bisa di akses selalu error error error terus halaman tidak ditemukan, saya ga bisa melakukan pembayaran, mau co ga bisa, mau bayar angsuran juga ga bisa!",2
apk membantu belanja delivery ke rumah tinggal nunggu,5
tolong di perbaiki dong aplikasinya kadang masih error blank putih doang,5
"aplikasi tidak berguna potongan besar tidak sesuai dengan kinerja, menyulitkan seller",1
"kenapa sekrg saldo pembatalan tdk langsung masuk rek? mana menu refundnya sperti disembunyikan ternyata dari pemberitahuan, pusing nyari berjam-jam. kayak sengaja biar org yg tdk tau gabisa narik saldo. payah nih aplikasi.",1
"Bonus Diskon ga bisa dipake, kadang2 cuma 1%>> makin hari makin kocak aja tokped",1
"gw gk pernah ngasih rating ke apk apapun di playstore kecuali ini,, emang apk jelek, cacat, merugikan bgt",1
lebih mudah dan gampang,5
siip,5
di tingkatkan lagi ke yang lebih baik,5
aplikasi gajelas terlalu di bikin ribet,1
berheti pake JNT .. bangkrut dia taii paket gua ganyampe nyampe,1
sangat bagus diskonnya😍😍,5
"sudah 3 kali secara berturut-turut pesanan saya dibatalkan secara otomatis tanpa pernah diproses sama sekali dan penjual terlihat cuek tanpa membalas chat yang sudah saya kirim, saya ingin mengajukan komplain tetapi dipersulit",1
belanja lebih mudah,5
lemotttttt,1
"parah banget apknya ribet, hidup itu jgn mempersulit dong, daftar dan verifikasinya aja susah, mana lemot banget lagi apknya, hapus aja aplikasinya dah",1
Lumayan Bagus,5
mantap praktis pembayaran nya.,5
cakep bangets Nih apk,5
"Aplikasi dungu, bukan nya mempermudah seller, malah memperibet.. Mesti banget download sampe 2 Aplikasi tambahan buat jualan disini.. Tolol tolol..",1
makin update makin lemot mending di tutup aj skalian,1
"makin update makin lemot mau belanja sampai sinyal 5g, saya mending belanja di toko oren lebih mulus",1
mantab 👍 sekali toko pedia joss,5
top,5
slalu bnyk promo i like it😍💯,5
penanganan komplen buruk,1
"Bug terlalu banyak, gak usah dijelasin kalo ada QA juga bakal tahu. Udah sukur dikasih tahu disini, ngelunjak suruh bikin tiket laporan.",1
"berulang kali belanja di apk ini,,,baru kali ini merasa kecewa,,,,pesanan uda di kirim tiba"" di batalkan sistem,mana pengembalian uang pembayarannya gk jelas masuk kemana",1
Loading sangat cepat,5
mantap banget mass,5
"ga ribet, ga rewel iklan",5
Belanja dengan apk ini sangat la mudah untuk Belanja di indomaret 🤗🤗,5
sangat terbaik,5
buruk banget gak bisa di batalkan pesanan,1
"baru kemarin 2 feb 2026, 2 orderan saya dibatalkan otomatis oleh penjual,tapi saldo refund masuk ke Atas Nama Sulhan (setelah ditelusuri) ada penarikan ke atas nama Sulhan. harusnya ke saldo Tokopedia saya atau gopay saya. dan sekarang tiba-tiba akun Tokopedia saya di non aktifkan. uang refund /pembatalan saya belum balik.",1
"aplikasinya ampas, mau retur gaada solusi sama sekali, respon lama yg bales bot pula. mending sebelah aja dah gaguna ini.",1
baguuus,5
hebat juga,5
mantab,5
good,5
ok,5
bayar pake kode qris tpi malah ga berhasil saldo lenyap deh,2
wahh,5
aku bangga banget bisa gunakan apps tokped. murah dan mudah terjangkau,5
apalah saldo saya tidak bisa ditarik lagi udah nyampai 4 hari masih belum masuk juga,1
Sarang Penipu Banyak Toko Fiktif.....Akun saya di hack,1
bagus,5
"aplikasi pelit, gratis ongkir aja ga ada otomatis pindah aplikasi dong",1
seumurr hidupp akuuu baru pake tokped ternyataaa banyakkk prmooo gilaaa😭😭😭,5
"alamat maps tidak akurat, update lagi mapsnya",2
good,5
mudah dan membantu,5
masak udah klewat tanggalnya blum dikiirim kirim .kurirnya gak beres,1
"apala ongkir nya melebihi harga barang mahal "" semua ga sudi bgt belanja di sini lagi ongkir mahal barang nya mahal voucher nya ga guna!!!!!",1
Baik,5
aku belom paham mengenai bondel vocer bisa di jelaskan & cara pake nya,4
bagussss,5
memuaskan,5
bagus dan mudah,5
sangat membantu,5
jelek akunku ga dapat gratis ongkir pilih2 ngasih gratis ongkirnya,1
buruk,1
pesanan belum datang-datang.,1
"selama sbg pengguna Toko Pedia lancar2 saja, tapi kemarin beli bahan aspal nenutup bocor barang tidak sampai alamat padahal saya sudah transfer sesuai permintaan, bagaimana uang yg sudah saya transfer bisa kembali? bila tidak saya sangat kecewa, kondisi ini menyebabkan saya menjadi ragu utk belanja kembali......mohon perhatiannya ya.....terimakasih",5
"kenapa tiba2 akunku hilang... mau buka kok ga bisa, padahal udah diupdate...kenapa...",4
"sistem nya buruk, terkait dengan belanjaan saya yang menggunakan paylatter. awal pembayaran mengunakan paylatter tiktok, detik itu juga langsung saya lunasi, setelah dilunasi saya batalkan pesanannya karena ada kesalahan, setelah dibatalkan pengembalian dana tidak kembali ke saldo, malah kembali ke paylatter, padahal paylatter sudah saya lunasi, chat cs jawabannya gak masuk akal. TOLONG DI JAGA KEJUJURAN DAN AMANAH nya AGAR CUSTOMER TIDAK KECEWA!!! TANGGUNG JAWAB!!!!",1
"Pesanan saya dibatalkan oleh sistem, uang/saldo yg dikembalikan tidak sesuai dengan nominal yang saya bayarkan. Sudah berkali² chat dgn agen nya di Tokopedia care, masih belum ada tanggapan. Menyesal sekali sekarang menggunakan Tokopedia",1
Mantap sob,5
ga bisa login pake nomer hp,1
hurufnya terlalu kecil dankalimatnya agak susah di mengerti dan pilihapembayaranya agak susahudah ku hapus Aplikasinya karna permainan/curang pihak pengembangnya,1
"tokopedia 👎mau lihat sisa saldo saja dipersulit ... ada sisa saldo mau dipakai beli barang tidak bisa ,tapi di suruh bayar pakai transfer lagi...👎 di shopee hal ini tidak ada👍, sistem lebih bagus shopee....👍",1
aman cepat dan terpercaya.,5
"Sejak Toped merger dengan Tiktok,aku sudah gak pernah belanja lagi ke Toped,sebab sistem display harga menyusahkan konsumen.Masih bagus yang lama",3
"pesanan ""selalu"" di retur, dan gak sampai tujuan, gak jelas banget, udah belasan kali mesen tetep aja di retur, dan selalu nunggu seminggu baru di batalin pesanannya. udah di tungguin malah di balatin terus, giliran nanya ke penjual nya malah bilang ekspedisi nya yang ada kendala, kendala terus gak pernah bener",1
good,5
Mantap...,5
jos,5
menyukai,5
sangat puas,5
sip mantap banget bosku 👍,5
layanan ekpedisi GTL Logistik by Tokopedia tuh lelet bgtttt,1
ok,5
fast respon,5
"aplikasi seperti gak pernah diurus, jadi jelek bget, kurang pengawasan banyak penipu berkeliaran",1
sukses selalu untuk Tokopedia,5
saya melakukan transaksi namun di batalkan oleh pihak penjual setelah itu tidak ada riwayat transaksi seperti di resset oleh pihak Tokopedia dan dana tidak dikembalikan,1
"toko yg tidak aktif masih bisa transaksi, customer dikasih harapan palsu ,barang nga dikirim,cuma bikin saldo nyangkut",1
"lain kali klo ga niat ngasih diskon pengguna baru gaush di adain diskon ya min, karna percuma bgt, jelas² pengguna baru tpi pas mau bayar selalu gagal, alasannya suda terpakai, jelas² pengguna baru hadeuhhh",1
bagus,5
nge-lag parahhhh nggak enak & sulit dipake ni aplikasi,1
tokopedia selalu memberikan yang terbaik👍❤,5
mantappp,5
terimakasih,5
"ga asik tokped skrg, komplain nya ribet",1
tolong sediakan qris buat pembayaran. e-commerce lain sudah ada qris masa iya Tokopedia belum ada. biar lebih memudahkan pengguna.,5
mantappp,5
ok,5
"dulu pengiriman paket rata-rata 4-5 hari udah nyampe untuk wilayah Sulawesi. skarang waktu tunggunya bisa sampe 14 hari. dan akhirnya coba pesan di tiktok malah hanya 3-4 hari, padahal penyedia layanan dri toped jg, jdi rekomendasinya lebih baik pesan lewat tiktok. lebih efisien di banding aplikasi toped langsung. untuk ongkir TDK berbeda jauh.",1
"tidak ada gunanya menghunungi TokopediaCare, karena mereka hanya menuntut untuk dipahami, tetapi tv rusak yg dibeli wajib dibayar dan diancam dengan denda walaupun sudah di komplain dan dikembalikan, sampai 2 bulan tetap saja masih proses penyelidikan dan minta dipahami, apakah TokopediaCare mrmahami konsumen yg membeli tv tapi rusak fan kalian menagih untuk dibayar. paham kah busuknya mental kalian memperlakukan konsumen seperti itu",1
"katanya bangkrut ya,mau jadi tik tok shop sepenuhnya?",5
mudah dan cepat,5
"Aplikasi yg tidak bertanggung jawab, akun saya kena hack, saya komplen kepihak CS tokopedia, Sudah Tidak Ada Solusi, malahan akun saya di non aktifkan Pihak Tokopedia. Dan Toko Penjual yg menipu saya, malahan dibiarin masih berjualan. Aplikasi Botol. Jelek sekali Aplikasinya.",1
aplikasi nya lelet,4
ok,5
Seru banyak diskonnya,5
keren,5
Mengecewakan..,1
"lemot, meskipun sinyal bagus !!!",2
"Ganti bintang 1 dulu deh, saya mau ngecek saldo refund susahnya minta ampun ga tau menunya sebelah mana, saya coba lewat tokpedcare akhirnya dikasih link buat ke saldo refund. trus saya mau tarik saemua saldonya eehh... harus nunggu 2x24 jam, haduuuhhh.... padahal barangnya mau segera dibeli karena dibutuhkan segera, payah...!!!",1
uang saya w X beli tongkat senilai 2 x 80rb tidak bisa balik. 😓😓,1
sangat membantu,5
terpercaya,5
enak,5
di aplikasinya langsung kenapa sekarang ga ada gratis ongkir nya?dulu pembelian 20000 sudah gratis ongkir,4
"jangan transaksi di tokped, sering di tahan saldonya",1
"berkali-kali gabisa login akun ke tokped udah pake nomer lain, email lain, sampe sambungin lewat tiktok shop tetep gabisa",1
menyesal belanja pakai tokopedia.pengiriman lelet complain gk da respon cepat.kalah sama shoppe dan lazada,1
takut beli disini kurirnya bodoh2 bungkus rusak dipaksa terima tolol,1
checkout an saya hilang tiba² aneh tokped ini,1
promo tidak dapat digunakan,4
Aplikasi sekarang lebih berat. sulit untuk berbelanja dengan nyaman,1
mantap,5
"sangat membantu sekali sy puas belanja di toped,god job",5
sesuai kualitas,1
bagus,5
"Duh bener2 nih tokopedia, komplain saya tentang barang tidak sesuai oleh toko nakal diselesaikan otomatis sama tokopedia dikarenakan saya dibilang blm mengirim barang kembali ke penjual. Padahal disuruh tunggu J&T untuk pickup paketnya dari tanggal 20 januari 2026 sampai 31 januari 2026 ga ada yg pickup paketnya. Ternyata disuruh anter langsung ke J&T point selambat2nya tanggal 10 Februari 2026, tapi di tanggal 1 Februari 2026 di selesaikam otomatis oleh tokopedia komplain saya. KECEWA BERAT.",1
ok mantap,5
saya gak bisa masuk aplikasi ini bermasalah di prosedur masuknya jelek,1
OK,5
"apk ajg kemarin saya pesen barang pembayaran melalui briva tetapi pas nyampek barangnya tertera cod jadinya saya bayar dua kali, jadi saya minta pertanggungjawaban dari pihak apk dan ganti rugi",1
"ini aplikasi sbntr lagi bakalan bangkrut, duit seller ngga bisa ditarik banyak alasan, aplikasi maling, gila parah bgt duit gw 5.160.000 ditahan ngga jelas",1
halaman beranda muyer muyer trs. ga bisa muncul,1
"dikit"" harus update aplikasi jdnya banyak orng yg pindah ke aplikasi sebelah",1
bagus,4
istimewa,5
ongkirnya mahal pdhl masihh pengguna baru mnding shoope wkwk,1
proses return nya menyusahkan dan merugikan customer. customer harus membayar biaya pengiriman sendiri,1
Mantap,5
semoga Amanah,5
Bagus dan mudah digunakan.,5
Kecewa berat dengan aplikasi dan pelayanannya. saya tidak akan berbelanja di aplikasj tokopedia ini .,1
Ok,5
"banyak diskonnya,tapi diskon tol yang ada😭😭",5
"tolong aplikasinya diperbaiki di hp honor 400 lite, lelet banget",4
sekarang sering lemot dan gangguan terus jadi terhambat..,3
uninstall saja,1
"Beli barang gampang, tapi pengembalian barang/refund tidak punya batas waktu yang jelas (bisa berbulan-bulan) saya udah aktif hubungi admin dan penjual di ruang diskusi padahal barang sudah dikembalikan. pengembalian barang lewat internal sistem Tokopedia (resmi), saat barang sampai di penjual cuman dikacangin aja jadinya uang ngambang berbulan bulan, kemudian barang rusak yang dikembalikan malah direkondisi dan admin Tokopedia malah setuju untuk dikembalikan ke pembeli. Tokopedia not recomn",1
mantap tokped,5
"Proses komplain susah dan ribet. barang sudah dikembalikan dan sudah sampai di penjual, tapi tidak ada batas waktu penjual untuk konfirmasi, jadi gantung begini. aduh coba liat toko orange dong biar bisa maju.",1
"Apk lemot, dan dalam memberikan promo gratis ongkir (ada tulisan gratis ongkir) tidak transparan begitu diklik tetap bayar ongkir, klo di S*****e namanya gratis ongkir harga berapapun tetap gratis. tapi begitulah persaingan bisnis.",5
mudah cepat aman dan amanah,5
baik,5
"tokped sekarang kek bab*. slow respon, pencairan saldo tokped lama bgt.",1
Alhamdulillah bagus dan lancar,5
belanja di Tokopedia puas,5
ok,5
kenapa kl chat sama penjual ga kelihatan. terus proses pengemasan 24 jam lebih belum ke kurir. kl ngelacak barang ga bisa selalu keluar aplikasi.,1
sangat puas,5
"aplikasi sampah saya ketipu seller nakal, return d persulit. dana saya ga kembali. admin tokped ga adil malah membela seller yg jelas penipu. pembeli sangat dirugikan. otw uninstall.",1
Toko Online terbaik di Indonesia 👍🏻👍🏻👍🏻,5
"Wah gila sih sekarang, langganan Tokopedia plus udah 150.000 padahal dulu sekitar 30.000. ditambah benefit langganan sama aja kayak dulu. seperti nya sudah saatnya saya pindah ke olshop lain. Terima kasih Tokopedia sudah 5 tahun menemani.",1
mudah untuk belanja dan murah,5
Ok,4
"Penanganan cs nya superrrrrrrr lambat, sudah 1 minggu permasalahan belum terpecahkan",1
"makin kesini makin ngawur aplikasi ini , saldo playleater disini sering hilang padahal pembayaran bagus gak pernah telat 🤣🤣🤣entah dilihat jeleknya dimana. bagusan juga aplikasi oren mudah dipahami terutama sistem skema pembayaran saldo gak mudah hilang",1
flash sale awal taun ini 1.1 dan 2.2 entah kenapa kayak kurang menarik diskon murah kok cuma 5 menit 🤣,2
ok,5
"sekarang g tau kenapa aplikasinya berat, banyak ngelag kl buka di HP",2
👍👍,5
Karena banyak iklan nya,1
"toko online dgn dukungan plg lemah untuk pelanggan, mementingin toko aja. sdh 2 kasus tanpa solusi sejak dipegang GO TO sma seperti APK lainnya (GOCAR), ketika ada masalah siap2 ADMIN TANPA SOLUSI uang tidak kembali.. APK makin LAMBAT, LOADING berulang GAMBAR aja tgu 1 menit, DISKON TIPU2 800k ternyata cma dpt voucher 5000, IKLAN makin massive, byk PENJUAL PENIPU (harga murah, tapi KLIK BAIT alias ga sesuai gambar), harga normal jika hanya DISKON.. KIRIMAN lambat dlu No.1 siap2 digantikn Shopee",1
mantap,5
Ok ulasan gw robah lagi karena sekarang sudah lancar lagi urusan pay laternya👍👍👍 Untuk beli pulsa dan beli barang 👌👌,5
sangat mengecewakan sudah beli voucher plus 150rb tapi voucher nya tidak dapat digunakan!!!!!!!!!!!!!!!!!!!!!,1
"sudah bagus tapi tolong berikan opsi untuk menghapus histori pembelian, dan hal terakir yang diliat serta memberikan penilaian terhadap suatu benda menjadi opsional jika benda itu ingin tidak di ketahui orang lain, saran saya untuk memperbarui privasi",3
"pesanan tidak di antar kurir tapi di batalkan trus pengembalian dana hanya 17.000 padahal bayar barang lewat briva 115.000,lebih baik menggunakan shoope",1
ok,5
adain fitur clear paket batal,3
nice,5
ntabbb,4
"bangke padahal cmn instal trs masukin nomor dana trs verivikasi di dana malah duit saya diambil 600.000 ,saya cmn minta tolong sama adminy balikin duit saya yang 600.000 itusekian terimakasih untuk Tokopedia",1
baik,5
pengguna baru gratis ongkir nyatanya cuma text doang tetep aja butuh ongkir 😹,1
"produk udah wishlist harga juga udah jelas, niat checkout pas event malah harga nya pada naik dengan embel embel harga di coret di sebelah harga asli🥲",3
"percuma daftar member PLUS Mahal2.. vocer hariannya gx bisa di pake, hanya claim saja bisa, tp tidak berguna. gx usah daftar PLUS. RUGI Ambyarrrr.... Gx ada notifikasi.. tau 2 ovo point hilang 140rb... Cek di ovo ada pembelian di tokopedia.. Lah cek di Tokopedia tidak ada transaksi yg 140rb...",1
"ubah nomor yg gk aktif aja ribet kek pengajuan pinjol, padahal ada email juga yg terhubung, gini app lokal, gk guna juga mengaitkan email",2
barang nya badus2 bisa cod lagi,4
akun saya di blok padahal saya buat laporan bahwasannya saya kena phising dan sdh email ke tokopediacare tapi sampai skg blom dapat update dan akun msh nonaktif. mohon dibantu terkait permasalahan di akun saya yg kena hack yg mengakibatkan kerugian,1
udah gg ada tiket lagi jd gg bagus ini padahal tiap taun cari di sini bagus malah di hapus,1
"ahh pemai katanya 800rb, ngibul aja",1
ada yg pakai akun..pakai nomor saya..itu pelanggaran..tolong ditindak,4
najis gratis ongkirnya udah ga ada bangkrut aja udeh,1
Sering terlambat info emailnya.,4
toko pedia slalu yg terbaik👍,5
akhir² ini kalo update keluar sendiri dari update nya dan berputar² terus menyebabkan hp panas,3
Good,5
bagus,5
"Kalau ga niat kasih diskon gausa collab sama store deh wkwkw, masa kupon gue kepake buat 2 barang dengan harga drop (official): yang satu dicancel yang satu dibalikin ke store. Aneh.",1
best,5
mau retur barang aja ribet nya minta ampun,5
satu2nya marketplace di Indonesia yang ga ada gratis ongkir mantab lanjutkan,1
ngasih iklan ga ada akhir tolol bgt,1
tokopedia terpercaya,5
Setelah update nggak bisa simpen wishlist,4
oke,5
murah meriah,5
mantap aman cepat..,5
"Beli di tokopedia sekarang tidak nyaman. Kalau mau retur, pembeli harus kirim dan bayar sendiri terus resi di foto buat data complain. Beda dengan toko sebelah yang fasilitas retur gratis sehingga pembeli aman dari penipuan.",3
bug chat dengan penjual gk ada tulisannya dipesan,1
aplikasi Tokopedia mudah digunakan terutama untuk para tunanetra. daripada aplikasi toko X yang terlalu berat dan kurang mendukung untuk tunanetra. kekurangannya fitur chat penjual di produk itu tidak bisa diklik dengan TalkBack,5
selalu termurah,5
"sekarang sering bug,gak kayak dulu. padahal sudah 7 th setia.",3
senang berbelanja di sini,5
luar biasa gercep dah,5
keren,5
"capek, terlalu sering update..... coba setahun sekali",4
"mahal ongkir jing,pdhl penguna baru ongkir sampe 80k toll",1
"padahal saya ingin membatalkan pesanan, yang mana tertulis batal otomatis pada tanggal 30 Januari, tapi sampai sekarang masih belum bisa dibatalkan. tulisanya sedang dalam pemeliharaan, maintenance kok lama banget, benerin dulu lah sistem pembatalanya.",1
Banyak notif gak jelas sekarang. bikin habis baterai dan mengganggu.,1
"aplikasi shopping paling best sih kata gw, soalnya desain yang simpel, dan juga suka dikasih voucher yang gak nanggung nanggung🤭",5
susah untuk dimengerti ux ui nya,3
app nya sering stuck terus tbtb keluar sendiri,3
mantap,5
🙏,3
tokopedia emang mbtab,5
Tokopedia is the best.,5
data ilang,1
"mesen barang di tokped, pas penjual udh ngirim masa dari tgl 24 sampe skrg itu barang status nya masih stuck di cikupa! udh chat ke tokopedia care juga gada nemu titik terang, chat ke ekspedisi juga nihil ! cuma di suruh nunggu terus! kalo memang barang hilang, cepet dong di proses kembalikan dana, di aplikasi oren aja cepet follow up masalah gada nunggu2 selama ini kacau !",1
Jempol pokoknya,5
"tolong lebih banyak lagi promo, seperti APK sebelah supaya makin banyak pengguna TOKPED 🙏",4
Fast,5
Dari dulu suka belanja di Toped. Tolong update tambahkan varian pembayarannya : QRIS. Terimakasih.,5
coba dulu,3
mempermudah belanja,5
ga bisa di instal,1
mudah dan nyaman.semua ada,5
gbs verif,1
sangat bagus,5
perbanyak promo dong.. kaya dulu.,4
mantapppp,5
ga sengaja menonaktifkan atau menghapus akun tokpet tp pas saya mau login atau daftar ga bisa dengan nomer yg sama .. kecewaaaaaaa,1
untuk memilih kota tempat ingin kami berbelanja nya tolong dipermudah,5
"Tiba2x saldo ilang 40rb, ditanya ke CS gak ada solusi! blm lg promo plus, yg ternyata bukan promo krn harga udh kalian naikin duluan!! darimana saya bisa tau? yaa krn saya liat langsung hp penjualnya...Gile bener lu yaa tokoped, udh gak jujur, maling saldo org pula...",1
ok,5
duit saya ditahan karena tidak bisa di refund. bagaimana ini sebesar Tokopedia saja tidak bisa melakukan hal sejenis refund,1
bagus,5
Tambahin dong fitur top up untuk saldo Tokopedia nya,5
Tokopedia 👍💯,5
tokped busukkkk,1
respon bagus,5
😍😍😍😍,5
mantap harga nya murah2 dan banyak bonus...makin banyakin lagi biar konsumen trtarik ke tokopedia,4
"tokopedia aplikasi belanja online, terkeren mantap ☺️☺️☺️",5
sangat membantu,5
